Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
12/14/09,0.03,45.8,52.4,59,49.8,0.01,3.66
12/15/09,0.98,44.7,53.1,61.4,53.1,0.01,2.45
12/16/09,0.02,35.5,45.2,54.8,37.1,0.85,6.12
12/17/09,0,35,46.6,58.2,31.7,1.4,10.45
12/18/09,0.02,33.5,41.1,48.7,35.2,0.29,4.99
12/19/09,0,32.4,47.5,62.7,34.5,0.11,12.32
12/20/09,0,27.8,43.2,58.5,32.8,0.23,10.32
12/21/09,0,28,43.8,59.7,33,0.05,10.92
12/22/09,0,32,49,66,37.5,0.11,15.66
12/23/09,0.2,47.5,57.7,68,55.7,0.17,7.53
12/24/09,2.53,55.3,63.6,71.9,62.5,0,6.6
12/25/09,0.01,29,41.2,53.5,31.8,0.74,3.7
12/26/09,0,25.2,36.3,47.4,20,0.28,8.14
12/27/09,0,25,40,55.1,25.7,0.43,11.02
12/28/09,0,26.6,39.7,52.9,25.7,0.34,9.05
12/29/09,0,26.6,38,49.4,26.3,0.31,7.28
12/30/09,0.46,27,36.2,45.3,35.4,0.18,4.58
12/31/09,0.08,41.3,45.3,49.4,44.2,0.05,1.46
1/1/10,0.1,36,44.7,53.4,44,0,2.7
1/2/10,0,28.1,41.1,54.2,30.1,0.1,9.53
1/3/10,0,27.7,41.5,55.3,30.6,0.22,9.77
1/4/10,0,29.9,41.9,53.8,30.8,0.47,8.68
1/5/10,0,21.7,32.8,43.9,22.6,0.32,5.6
1/6/10,0,21.5,33.9,46.3,21.2,0.32,7.1
1/7/10,0.17,24,35.2,46.4,34.7,0.01,4.09
1/8/10,0,20.5,31.5,42.5,16.6,0.39,3.72
1/9/10,0,13.6,21.3,29.1,9.8,0.4,3.06
1/10/10,0,12.8,26.1,39.3,12.6,0.2,5.75
1/11/10,0,14.1,29.1,44.1,16.7,0.18,7.32
1/12/10,0,18.7,36.4,54,25.3,0.24,10.31
1/13/10,0,26.1,43.8,61.6,29.1,0.24,13.77
1/14/10,0,27.8,43.8,59.7,34,0.42,10.67
1/15/10,0.03,44.2,53.1,61.9,43.3,1.38,8.52
1/16/10,0.25,43.4,49,54.7,37.9,1.08,7.8
1/17/10,0.03,38.8,43.4,48.1,43,0.09,1.68
1/18/10,0,34.3,47.9,61.5,40.3,0.02,9.67
1/19/10,0,34.6,52,69.4,50,0.01,11.95
1/20/10,0,55.9,65.2,74.4,60.1,0.56,11.27
1/21/10,0,52.2,63.8,75.5,62.1,0.19,9.99
1/22/10,0,39,56.4,73.8,39.4,0.41,21.82
1/23/10,0,39.5,58.6,77.8,46,0.46,24.86
1/24/10,0.1,46.6,59.2,71.9,51.6,1.08,7.94
1/25/10,0,33.7,49.1,64.4,36.4,0.28,12.23
1/26/10,0,31.6,47.3,63,28.2,0.51,15.29
1/27/10,0,30.5,48.8,67.2,29.2,0.33,18.44
1/28/10,0,39.1,50.9,62.8,42.9,0.95,9.63
1/29/10,1.61,41.5,54.4,67.3,49.6,0.09,10.17
1/30/10,0.03,33.7,39.7,45.6,35.9,0.26,1.21
1/31/10,0,32,34.8,37.6,27.5,1.19,2.75
2/1/10,0,31.9,41.7,51.4,30.4,0.37,7.5
2/2/10,0,34.2,42.4,50.6,39.3,0.36,4.66
2/3/10,0,37.2,48.9,60.6,38.9,0.23,9.98
2/4/10,0.42,40.3,45.3,50.4,39.9,0.19,4.68
2/5/10,0.43,43,45.7,48.4,44.1,0.11,0.93
2/6/10,0,35,45.4,55.9,41.1,0.03,6.34
2/7/10,0,29.6,42.3,55,34.1,0.05,7.76
2/8/10,0,31.6,41,50.4,37,0.19,5.03
2/9/10,1.1,35,47.8,60.6,40.1,0.18,5.99
2/10/10,0,27.7,36.5,45.4,20.2,0.9,7.42
2/11/10,0.1,27.6,35.7,43.7,24.2,0.89,6.17
2/12/10,0.91,31.6,34.2,36.8,32.2,0.09,1.6
2/13/10,0,30.7,33.4,36.1,30.9,0.13,1.27
2/14/10,0,30.8,40.7,50.6,34.2,0.02,5.72
2/15/10,0,27.2,43.3,59.4,32.5,0.03,7.06
2/16/10,0,24.6,35.9,47.3,19.2,0.37,8.12
2/17/10,0,24.6,39.3,53.9,21,0.59,10.77
2/18/10,0,25.6,40.4,55.3,26.4,0.21,10.21
2/19/10,0,26.7,44.2,61.8,29.6,0.21,14.38
2/20/10,0,33.8,49.1,64.4,39.4,0.46,13.61
2/21/10,0,47.3,58.5,69.7,48.5,0.61,13.81
2/22/10,0.03,42.6,57.1,71.5,52.8,0.01,11.16
2/23/10,0,37,43.5,50.1,35.3,0.97,4.28
2/24/10,0.56,29.8,35.3,40.8,32.1,0,2.51
2/25/10,0,24.2,36.1,48,24.7,0.19,7.44
2/26/10,0.03,25.4,42.5,59.7,31.4,0.34,12.88
2/27/10,0.21,38.4,45.6,52.9,41.3,0.21,3.55
2/28/10,0,32.1,46.1,60.1,35.4,0.11,11.43
3/1/10,0.34,31.5,48.9,66.4,36,0.14,16.26
3/2/10,0.61,38.4,42.6,46.8,41.4,0.1,1.48
3/3/10,0,27.7,40.9,54.2,32.5,0.06,8.32
3/4/10,0,27.4,43.4,59.4,32.5,0.09,11.33
3/5/10,0,31.1,48.3,65.6,37.7,0.07,13.97
3/6/10,0,35,51.3,67.7,38.9,0.2,14.98
3/7/10,0,35.6,52.3,69,35.2,0.61,18.19
3/8/10,0,44.9,53.9,63,42.8,1.47,11.77
3/9/10,1.63,52.8,57.6,62.4,56.3,0.15,3.45
3/10/10,0,56.3,66.9,77.4,53,0.23,22.76
3/11/10,0,45.9,61.7,77.4,55.4,0.09,16.12
3/12/10,0.04,43.3,58.5,73.6,42.2,0.31,20.51
3/13/10,0,41.3,53.1,64.9,35.9,0.84,15.23
3/14/10,0,38.9,52.8,66.8,39.8,0.12,14.35
3/15/10,0,39.1,58.4,77.6,42.8,0.36,24.8
3/16/10,0,45.9,58.5,71.1,45,0.47,16.11
3/17/10,0.19,41.9,49.7,57.5,47.8,0.02,5.34
3/18/10,0,38.2,52.3,66.5,39.4,0.19,14.26
3/19/10,0,36.8,51.2,65.6,39.7,0.32,13.6
3/20/10,0,37.5,55,72.5,46,0.16,18.24
3/21/10,0.28,34.4,47.1,59.8,37.8,0.22,4.47
3/22/10,0.1,34,38.7,43.4,30.4,0.65,3.9
3/23/10,0,34.6,50.9,67.1,39.5,0.13,13.68
3/24/10,0,35.3,54.8,74.2,41.6,0.21,22.65
3/25/10,0.41,50.1,60.5,70.9,55.6,0.02,10.56
3/26/10,0,46.1,54.3,62.6,43,0.75,9.99
3/27/10,0,46,57.8,69.5,44.3,0.39,15.93
3/28/10,0,48.3,62.1,76,46,0.6,19.33
3/29/10,0,37.8,51.2,64.6,38.9,0.17,12.93
3/30/10,0,37.8,54.2,70.7,39.9,0.19,18.59
3/31/10,0,41.4,59.4,77.4,46.9,0,21.86
4/1/10,0,54.4,67.9,81.3,55.1,0.67,22.89
4/2/10,0,57,69.3,81.5,56.6,1,23.17
4/3/10,0,58.4,68.4,78.3,59.4,0.07,18.55
4/4/10,0,55.5,69.8,84.2,47.5,0.38,34.77
4/5/10,0,65.3,73.7,82.1,64.5,0.43,17.68
4/6/10,0,65.3,74.1,82.9,61.1,2.47,21.44
4/7/10,0,63.6,72.7,81.7,61.6,0.87,20.24
4/8/10,0.77,43.7,59.9,76.1,51.4,0.58,15.37
4/9/10,0,36.6,52.7,68.7,35.9,0.15,18.17
4/10/10,0,36.9,55.9,74.9,39.8,0.11,23.22
4/11/10,0,42.8,59.8,76.9,47.2,0,23.12
4/12/10,0,47.5,63.8,80.1,53.3,0.14,22.14
4/13/10,0,49.1,65.1,81.1,52.4,0,24.39
4/14/10,0,51,66,81.1,53,0.11,24.41
4/15/10,0,51.1,66.3,81.5,55.8,0,23.96
4/16/10,0,56.2,69.3,82.3,58.6,0.3,21.34
4/17/10,0,54.7,67.7,80.6,58.7,0,20.58
4/18/10,0.02,57.3,66.6,75.9,60.1,0.11,13.71
4/19/10,0.05,53.3,62.5,71.6,53.5,0.93,12.85
4/20/10,0,53.3,60.6,67.9,51.2,1.53,10.62
4/21/10,0,49.6,62.6,75.6,51.6,0.07,18.17
4/22/10,0,49.3,64.4,79.6,57.2,0.01,19.05
4/23/10,0.07,60.8,70.4,80.1,61.5,0.22,18.01
4/24/10,0.13,61.5,72.6,83.7,68.3,0.14,13.84
4/25/10,0,53.9,68.1,82.4,49,0.96,28.65
4/26/10,0,48.2,62.2,76.1,49.9,0.14,18.4
4/27/10,0.02,47,65.7,84.4,48.7,0.65,29.21
4/28/10,0,43.2,59.1,75,42,0.21,22.8
4/29/10,0,43.8,62.8,81.7,49.6,0,27.91
4/30/10,0.04,61.7,73.3,84.8,62.8,0.9,23.77
5/1/10,0.02,71.7,75.4,79,71.8,0.85,6.36
5/2/10,0.03,62,74.9,87.9,67.2,0.71,20.37
5/3/10,0,48.7,65.7,82.7,49.6,0.61,27.97
5/4/10,0.03,48.9,69.7,90.5,48.2,0.01,41.53
5/5/10,0,51.4,68.1,84.9,52.6,0.21,29.02
5/6/10,0,54.7,73.3,92,55.8,0.23,38.7
5/7/10,0,56.9,73.5,90.1,58.9,0.3,36.13
5/8/10,0,64.8,78.2,91.5,63.8,1.59,28.62
5/9/10,0,58.6,67.9,77.1,44.1,6.27,22.55
5/10/10,0,61.1,64.6,68.1,49.6,3.07,13.24
5/11/10,0,65.6,76,86.3,63.9,1.52,24.69
5/12/10,0,69.9,80.8,91.7,67.3,1.93,29.22
5/13/10,0,72.6,80.7,88.9,67,3.89,26.32
5/14/10,0,69.6,77.8,85.9,68.3,0.51,20.23
5/15/10,0.08,65.4,77.6,89.8,66.2,0.19,28.32
5/16/10,0,64.9,73.8,82.8,66.3,0.37,16.76
5/17/10,0.01,64.9,77.8,90.7,66.4,0.26,29.39
5/18/10,0.1,64.6,78.9,93.3,65,1.01,34.54
5/19/10,0,65.7,77.2,88.6,65.2,0.99,26.26
5/20/10,0,67.7,78.8,90,68.6,0.47,26.95
5/21/10,0,67.7,78.8,90,67.8,0.64,28.17
5/22/10,0,68.6,81,93.3,69.8,0.06,31.49
5/23/10,0,74.3,83.6,92.9,70,2.6,29.98
5/24/10,0,70,81.7,93.4,68.9,0.5,32.67
5/25/10,0,67.2,80.2,93.2,67.2,0.43,33.16
5/26/10,0,66.5,80,93.5,66,0.39,35.39
5/27/10,0.02,64.2,78.8,93.5,66.1,0.3,35.97
5/28/10,0,65,79,93,65.7,0.15,34.27
5/29/10,0.01,65.7,80.1,94.4,66.4,0.1,36.51
5/30/10,0,66.1,80.4,94.8,64.7,0.87,38.46
5/31/10,0,67.2,81.2,95.2,66.6,1.02,39.12
6/1/10,0.09,68.9,81.1,93.3,69,0.99,31.45
6/2/10,0,70.2,82.8,95.4,68,1.07,36.89
6/3/10,0.43,70,82.2,94.4,67.8,0.76,35
6/4/10,0.51,68.9,75.7,82.6,69.4,0.73,12.25
6/5/10,0.06,69.7,79.2,88.8,69.6,0.53,23.42
6/6/10,0,70.3,82,93.8,70.3,0.45,32.74
6/7/10,0,73.7,85,96.4,72.6,1,35.76
6/8/10,0.03,71.1,82.9,94.8,72.1,0.69,29.15
6/9/10,0.55,72.2,80.6,88.9,72,0.66,17.6
6/10/10,1,72.3,78.2,84.1,72.3,0.55,10.06
6/11/10,0.06,74.3,80.8,87.3,74.4,0.76,13.78
6/12/10,0,74.9,83.9,92.8,74.3,1.4,25.21
6/13/10,0,76.7,85.4,94.1,73.9,1.71,27.96
6/14/10,0,73.9,84.1,94.3,73.7,0.76,28.61
6/15/10,0,72.3,83.2,94,72.8,0.5,28.78
6/16/10,0,72.8,83.3,93.8,72.4,0.8,29.86
6/17/10,0,72.6,83.9,95.2,72.3,0.93,31.87
6/18/10,0,72.8,83.9,95,72.1,1.12,31.86
6/19/10,0,73.2,84.9,96.6,72.4,0.98,35.72
6/20/10,0,72.7,84.7,96.7,71.4,1.15,36.15
6/21/10,0,72.8,85.3,97.8,72.2,0.77,36.79
6/22/10,0,73.7,86.3,98.9,72.1,1.41,39.41
6/23/10,0,73.7,86.4,99.1,71,1.53,43.93
6/24/10,0.05,74.2,84.8,95.4,73.3,0.8,31.96
6/25/10,0.04,72.2,81.4,90.6,73.3,0.36,22.26
6/26/10,0,71.7,84.4,97,72.9,0.31,36.28
6/27/10,0.19,72.6,84.6,96.5,72.3,0.78,35.2
6/28/10,0,73.8,85.5,97.3,71.9,1.23,37.36
6/29/10,0.61,73.7,85.3,96.8,72.7,1.27,35.6
6/30/10,0.74,73.3,82.4,91.4,72.9,0.87,22.97
7/1/10,0.15,74.1,79.5,84.8,74.5,0.82,10.59
7/2/10,0.12,74.3,81.5,88.7,74.5,0.64,16.64
7/3/10,0.69,73.4,80.5,87.7,74.1,0.36,15.21
7/4/10,0.24,74.2,81.9,89.6,74.8,0.82,17.51
7/5/10,0.02,75.1,83.1,91,74.9,0.79,20.59
7/6/10,0,73.6,83.7,93.9,74.1,0.62,27.53
7/7/10,0,75.4,83.3,91.2,74.3,0.94,22.19
7/8/10,0.7,72.6,80.2,87.9,75,0.42,14.6
7/9/10,0.03,72.6,82.1,91.7,74.4,0.09,23.34
7/10/10,0.05,73.6,83,92.4,73.7,0.42,26.61
7/11/10,0,74.6,83.1,91.5,74.5,1.01,22.89
7/12/10,0,73.7,83.5,93.2,73.5,0.68,26.22
7/13/10,0,74.1,83.1,92.1,74.9,0.16,22.43
7/14/10,0,72.5,83,93.6,73.6,0.1,26.68
7/15/10,0,72.6,83.6,94.6,74.5,0.09,27.79
7/16/10,0,74.1,84.3,94.6,74,0.62,29.06
7/17/10,0,74.2,86.2,98.1,74.2,0.02,36.22
7/18/10,0.17,73.7,84.8,96,73,1.13,32.07
7/19/10,0.2,72.7,83.1,93.6,74.5,0.17,25.26
7/20/10,0.1,73.6,80.7,87.9,75,0.15,15.39
7/21/10,0,72.8,84,95.2,73.7,0.35,32.52
7/22/10,0.56,73.2,85,96.7,74.8,0.43,32.31
7/23/10,0.03,74.3,84.2,94.1,75.6,0.47,25.3
7/24/10,0,71.3,83.2,95.2,72.8,0.42,32.83
7/25/10,0,70.7,84.1,97.4,70.4,0.66,39.1
7/26/10,0,72.9,86.6,100.3,69.8,2.28,46.19
7/27/10,1.24,71.6,83.1,94.5,73.3,0.43,28
7/28/10,0.73,71.9,81.7,91.6,74.1,0.01,23.6
7/29/10,0.28,72,81.1,90.3,73.9,0.12,20.01
7/30/10,0,74.3,84.4,94.4,74.3,0.79,31.81
7/31/10,0,72.6,84.3,96,73.6,0.01,32.48
8/1/10,0,71.8,85.1,98.3,71.5,0.39,40.06
8/2/10,0,71.8,86.5,101.1,68.3,2.15,50.44
8/3/10,0,75.3,88.4,101.5,70.6,3.75,45.72
8/4/10,0,75.3,88,100.7,72.2,1.92,43.27
8/5/10,0,76.2,87.8,99.4,73.8,1.7,39.19
8/6/10,0,75.8,87.7,99.6,74,1.63,39.1
8/7/10,0.03,73.9,86.7,99.5,72.8,1.38,39.98
8/8/10,0.01,73.7,86,98.3,73,1.17,38.59
8/9/10,0,74.6,86.4,98.1,72.4,1.75,38.93
8/10/10,0,74.6,87.1,99.6,71.5,1.84,43.02
8/11/10,0.06,74.6,87.1,99.6,73.6,1.11,40.17
8/12/10,0,75.5,88.5,101.4,72.9,1.51,43.91
8/13/10,0.01,76.3,88.4,100.6,72.8,3.08,42.69
8/14/10,0.07,76,88.5,101.1,72.4,2.36,43.93
8/15/10,0,77,88.9,100.7,73.4,1.96,43.02
8/16/10,0,77.1,90,102.9,71.7,2.82,49.7
8/17/10,0.27,73.6,85.5,97.4,73.2,1.46,32.06
8/18/10,0,73.7,86.9,100.1,71.2,1.99,44.43
8/19/10,0.15,75.1,87.6,100.2,74,1.06,41.63
8/20/10,0.21,74.8,86.1,97.5,73.8,0.98,34.11
8/21/10,0,75,86.6,98.3,72.7,1.35,39.3
8/22/10,0,74.9,87.5,100.1,71.4,1.67,43.1
8/23/10,0,75,88,101.1,71.1,2.53,45.75
8/24/10,0.06,75,89.2,103.4,70.9,2.94,50.13
8/25/10,0,66.8,83.9,101,63.1,2.17,52.83
8/26/10,0,67,81.2,95.4,63.2,1.5,39.51
8/27/10,0,60.7,77.6,94.6,57.8,3.04,42.05
8/28/10,0,61.3,78.5,95.7,56,1.62,44.56
8/29/10,0,67.6,81.9,96.2,68.3,1.08,35.88
8/30/10,0,74.2,85.1,96,71.8,2.11,35.44
8/31/10,1,73.7,83,92.3,74.3,0.09,24.31
9/1/10,0.03,73.4,83.5,93.6,73.5,0.66,27.38
9/2/10,0,73.4,84,94.6,72,0.8,31.84
9/3/10,0.71,71.7,80.8,89.9,72.7,0.58,23.66
9/4/10,0.13,70.1,78.8,87.5,66.5,1.07,20.86
9/5/10,0,62,75.1,88.2,58.3,0.81,30.85
9/6/10,0.01,62,76.8,91.6,60.6,0.81,34.69
9/7/10,0.64,67.6,79.6,91.6,72.4,0.77,25.11
9/8/10,0.43,73.7,79.3,84.8,73.9,0.93,11.8
9/9/10,0.25,75.8,82.6,89.3,74.5,1.01,20.23
9/10/10,0,74.5,83.5,92.4,73.8,0.85,26.05
9/11/10,0,74,83.9,93.8,73.2,0.37,29.43
9/12/10,0,73.9,84,94.1,72.6,0.7,30.77
9/13/10,0.54,71.3,82.3,93.4,72.7,1.09,26.29
9/14/10,0,64.8,79.4,93.9,63.9,1.22,35.29
9/15/10,0,65,79.8,94.6,66.7,0.01,37.46
9/16/10,0,64.2,79,93.7,66.8,0.54,33.52
9/17/10,0,64.8,79.3,93.7,68.9,0.66,31.51
9/18/10,0,68.7,82,95.3,69.2,0.35,36.05
9/19/10,0.03,69.7,82.4,95.1,69.1,0.17,35.02
9/20/10,0.48,66.5,80.2,94,66.2,0.89,34.76
9/21/10,0,66,79.5,92.9,65.3,0.68,34.07
9/22/10,0.07,66.5,77.8,89.2,69.7,0.01,24.08
9/23/10,0,70.9,81.6,92.4,70.2,0.52,29.66
9/24/10,0.25,70.2,81.1,92,71.3,0.29,27.97
9/25/10,0,68.8,81.6,94.3,69.7,0.58,34.58
9/26/10,0,67.3,78.6,90,69,0.63,25.2
9/27/10,0,53.9,70.6,87.3,58.1,1.01,29.31
9/28/10,0,49.1,63.4,77.8,49.6,0.29,21.43
9/29/10,0,48.6,66.5,84.5,50.9,0.26,30.26
9/30/10,0,53.1,70.7,88.4,53.7,0.1,34.19
10/1/10,0,58.4,74.1,89.8,54.3,2.25,36.05
10/2/10,0,48.6,67.6,86.6,45.7,1.92,34.97
10/3/10,0,49.5,67.1,84.7,45.6,1.26,32.17
10/4/10,0,41.2,57.9,74.6,38.3,1.31,21.96
10/5/10,0,40,58.1,76.2,37.5,0.64,24.29
10/6/10,0,38.8,58.5,78.2,35,0.57,27.88
10/7/10,0,40,61.5,83,36.9,0.48,33.11
10/8/10,0,40.4,63.8,87.2,39.4,0.13,38.6
10/9/10,0,44.8,67.1,89.5,42.2,1.3,40.3
10/10/10,0,47.1,68,88.9,46,0.56,38.34
10/11/10,0,50.3,68.6,86.9,53.8,0.61,32.73
10/12/10,0.93,58.3,71.7,85.2,60.7,0.18,24.33
10/13/10,0,53.5,68.8,84.1,55.4,0.07,26.54
10/14/10,0,54,68.4,82.9,53.3,1.18,24.66
10/15/10,0,44.9,61.7,78.5,42.6,0.93,24.82
10/16/10,0,41.6,62.3,82.9,43.2,0.07,31.42
10/17/10,0,43.3,64.1,84.9,45.8,0.26,33.13
10/18/10,0,48.8,66.3,83.9,54,0.39,28.13
10/19/10,0,57.8,71.7,85.7,60.1,0.59,26.55
10/20/10,0,60.7,73,85.3,60.5,0.56,24.98
10/21/10,0,60,73,86,60.1,0.77,25.67
10/22/10,0,59.7,73.6,87.4,60.2,0.35,29.03
10/23/10,0,62,72.9,83.8,64.1,0.41,19.8
10/24/10,0.06,61.7,73.1,84.6,62.5,0.73,23.13
10/25/10,0,65.7,76.6,87.5,65.6,0.43,25.74
10/26/10,0,68.5,78.3,88.1,66.9,0.97,25.88
10/27/10,0,58.8,71.2,83.6,53.7,2.39,26.64
10/28/10,0,56.5,73.7,90.9,54.6,1.8,30.25
10/29/10,0,41.7,58.1,74.6,27.6,3.06,25.07
10/30/10,0,35.1,53.4,71.7,30.7,0.69,21.97
10/31/10,0,32.2,55.3,78.4,36.1,0.33,28.3
11/1/10,0,41.3,62.9,84.5,53.3,0.43,30.19
11/2/10,1.3,60.1,74.1,88.1,64.3,0.94,26.58
11/3/10,0.32,53.6,58.6,63.5,53.8,0.53,3.96
11/4/10,0.02,46.6,52.8,59.1,51,0.18,4.74
11/5/10,0,37.6,52.2,66.7,32.9,1.53,17.16
11/6/10,0,33.8,49.3,64.9,28.2,0.84,17.33
11/7/10,0,31.3,49.6,67.8,29.1,0.58,19.64
11/8/10,0,37.1,54.1,71.2,34.6,1.06,21.35
11/9/10,0,39.7,57.6,75.5,45.7,0.45,20.64
11/10/10,0,49,62.8,76.6,56.3,0.02,17.35
11/11/10,0.07,60,69.5,79.1,61.2,0.52,16.18
11/12/10,0,59.4,69.4,79.4,59.1,1.26,17.66
11/13/10,0.5,53.4,66.3,79.1,57.8,0.91,15.93
11/14/10,0,35.2,45.5,55.9,39.7,0.32,6.23
11/15/10,0.59,35.2,46.3,57.4,41.8,0.15,8.27
11/16/10,0.13,49.1,53.1,57,50.4,0.72,3.22
11/17/10,0,40,51.4,62.8,41.7,0.45,11.06
11/18/10,0,42.8,59.1,75.3,44.5,1.13,17.37
11/19/10,0,33.9,46.8,59.6,37.9,0.35,8.81
11/20/10,0,31.7,48.2,64.6,43.9,0.02,11.45
11/21/10,0,49.2,60.7,72.2,56,0.08,11.77
11/22/10,0,61.8,71.3,80.7,61.3,0.43,18.35
11/23/10,0,64.8,72.5,80.2,66.1,0.88,14.22
11/24/10,0,67.2,75.1,83,66.8,0.97,16.71
11/25/10,0,69.4,76,82.6,65.4,2.49,18.06
11/26/10,0.22,40.9,61,81.1,48.8,0.96,16.13
11/27/10,0,29.8,40.9,51.9,24.1,0.77,9.6
11/28/10,0,26.9,45.3,63.7,26.2,0.45,17.07
11/29/10,0.03,29.9,46.9,64,44.9,0.65,10.89
11/30/10,0.67,47.4,61.3,75.3,52.4,1.5,11.56
12/1/10,0,26.7,40.2,53.7,24.6,0.61,9.63
12/2/10,0,27.2,45,62.8,25.8,0.68,15.84
12/3/10,0,31.7,50.2,68.7,40.3,0.48,15.85
12/4/10,0,40.4,56.6,72.9,51.7,0.43,14.63
12/5/10,0,40.7,57.3,73.9,44.1,1.37,14.9
12/6/10,0,28.8,41.3,53.7,27.1,0.75,9.22
12/7/10,0,26.8,40.5,54.2,24.9,0.49,10.54
12/8/10,0.2,26.4,41.9,57.4,30.8,0.38,11.89
12/9/10,0,28,37.4,46.8,32.6,0.23,4.22
12/10/10,0,28.1,42.7,57.3,37.6,0.19,8.73
12/11/10,0,38.7,54.6,70.4,51.7,0.04,12.51
12/12/10,0,36.4,53.7,71,37.6,1.1,11.8
12/13/10,0,24.3,37.9,51.4,15.9,1.17,10.01
12/14/10,0,24.8,39,53.1,18,1.09,11.08
12/15/10,0,31.9,48.6,65.3,39,0.78,12.24
12/16/10,0,51.7,63.8,75.8,54.9,0.83,16.82
12/17/10,0,41.8,53.6,65.4,41.8,1.79,9.9
12/18/10,0,35.7,41.5,47.4,27.9,2,6.05
12/19/10,0,29.9,43.4,56.9,28,0.6,11.47
12/20/10,0,31.4,46.1,60.8,33.1,0.77,12.31
12/21/10,0,50.7,61.7,72.8,56.7,1.55,11.41
12/22/10,0,54.2,68.5,82.9,57.2,1,23.11
12/23/10,0,45.1,55.8,66.5,45.7,1.9,9.5
12/24/10,0,41.4,48.2,55,29.5,3.29,9.45
12/25/10,0.34,39.7,51.4,63.1,37.1,0.83,10.92
12/26/10,0,32.1,37,41.9,26.8,0.83,3.86
12/27/10,0,21.4,34.4,47.3,21.9,0.36,7.26
12/28/10,0,22.4,36.9,51.5,27.4,0.55,7.52
12/29/10,0.02,41.9,50.5,59.1,43.4,1.45,6.62
12/30/10,0.14,53,57.1,61.2,53.9,0.52,3.75
12/31/10,0,59.9,67,74.1,61.9,0.58,10.57
1/1/11,0,49.9,61.6,73.3,39.7,2.64,13.34
1/2/11,0,26.6,42.3,58,21.4,1.53,12.21
1/3/11,0,25.6,39.8,54.1,17.2,0.98,11.61
1/4/11,0.02,27.2,44.2,61.2,28,0.93,14.06
1/5/11,0.08,48.2,57.3,66.5,51.9,0.63,8.46
1/6/11,0,32.1,49.7,67.2,38.9,0.36,16.18
1/7/11,0,31.7,48.1,64.5,29.9,0.5,15.77
1/8/11,0,33.1,51.6,70.2,28.8,1.17,20.35
1/9/11,0.7,35,48.4,61.9,24.2,0.91,15.49
1/10/11,0.77,30.9,35.6,40.3,30.9,0.43,2.16
1/11/11,0,31.6,34.4,37.2,29.3,0.64,2.13
1/12/11,0,22.8,33.1,43.4,17.6,1.04,6.24
1/13/11,0,19.2,30.5,41.7,11.9,0.69,6.6
1/14/11,0,19.6,29,38.5,17.6,0.74,4.98
1/15/11,0.11,36.6,41.4,46.3,26.8,1.37,6.28
1/16/11,0.6,40.5,47.3,54,42.4,0.13,5.64
1/17/11,1.69,45.7,51.3,56.9,49,0,3.4
1/18/11,0.02,42.7,48.7,54.7,47.4,0,2.91
1/19/11,0.02,33.3,45.9,58.4,42.8,0.25,5.51
1/20/11,0.02,34.5,46.6,58.7,42.3,0.37,7.68
1/21/11,0.03,27.3,40,52.7,32,0.49,2.61
1/22/11,0,22.2,34.3,46.3,22.3,0.4,6.64
1/23/11,0,22.6,40.4,58.1,28.5,0.37,11.62
1/24/11,0.13,33.2,47.1,60.9,41.7,0.34,8.6
1/25/11,1.06,39.2,44.2,49.2,39.2,0.47,3.85
1/26/11,0,26.6,40.5,54.5,32.6,0.31,8.1
1/27/11,0,26.2,42.4,58.6,28,0.42,12.13
1/28/11,0,30.5,47.4,64.4,30.5,0.56,15.08
1/29/11,0,33.3,53.1,72.9,33.7,0.57,21.55
1/30/11,0.07,39.8,54.8,69.8,53.3,0.51,10.46
1/31/11,0.94,49.6,57,64.3,54.9,0.11,3.86
2/1/11,0.52,52.9,59.5,66.1,57.4,0.21,3.38
2/2/11,0.25,15.6,31.6,47.7,18.5,0.41,2.83
2/3/11,0,15.6,24.5,33.3,13.6,0.78,3.57
2/4/11,0.14,24.2,28.2,32.2,18.4,0.3,2.93
2/5/11,0.03,18.1,24.1,30.2,20.8,0.21,1.46
2/6/11,0,18.7,38.4,58.2,26.6,0.3,11.64
2/7/11,0,30.1,49.9,69.7,37,0.42,14.93
2/8/11,0,23.4,37.7,52,25.4,0.42,8.86
2/9/11,0.03,26.3,41.4,56.6,28.2,0.53,11.34
2/10/11,0.21,22.3,32.8,43.3,23.3,0.31,3.54
2/11/11,0,16,26.2,36.4,18.2,0.22,3.52
2/12/11,0,15.8,34,52.2,20,0.23,9.99
2/13/11,0,21.6,42.5,63.4,23,0.42,16.4
2/14/11,0,29.3,49.4,69.4,37.5,0.12,17.91
2/15/11,0,40.2,56.9,73.6,49.5,0.08,17.09
2/16/11,0,51.9,62.8,73.7,53.7,0.15,14.13
2/17/11,0,54,62.9,71.9,55.8,0.27,11.31
2/18/11,0,59.5,66.3,73.1,59.4,0.98,10.64
2/19/11,0,58.2,68.8,79.4,57.6,1.09,19.64
2/20/11,0,58.7,67.3,75.8,57.4,1.06,14.77
2/21/11,0,62,69.3,76.7,57.5,2.31,15.82
2/22/11,0,45,61.5,77.9,52.4,2.03,16.07
2/23/11,0,45.1,57.3,69.5,48.6,1.91,11.03
2/24/11,0,58,68.1,78.2,60,1.02,15.05
2/25/11,0.21,44.5,62.1,79.6,57.4,0.87,15.69
